SPECIMENID,YEAROFCOLLECTION,MONTH,COUNTY,SUBCOUNTY,Ward,VILLAGE,SPECIES,SEX,ABDOMENSTATUS,HOUSENO,METHODCOLLECTION,Place of Collection,SUBSPECIES,SPOROZOITESTATUS,BLOODMEASSTATUS,
171,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
172,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
173,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
174,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
175,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
176,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
177,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
178,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
179,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
180,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
181,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
182,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
183,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
184,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
185,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
186,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
187,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
188,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
189,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
190,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
191,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
192,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
193,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
194,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
195,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
196,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
197,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
198,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
199,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
200,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
201,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
202,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
203,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
204,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
205,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
206,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
207,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
208,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
209,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
210,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
211,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
212,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
213,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
214,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
215,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
216,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
217,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
218,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
219,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
220,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
221,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
222,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
223,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
224,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
225,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
226,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
227,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
228,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
229,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
230,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
231,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
232,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
233,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
234,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
235,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
236,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
237,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
238,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
239,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
240,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
241,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
242,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
243,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
244,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
245,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
246,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
247,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
248,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
249,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
250,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
251,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
252,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
253,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
254,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
255,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
256,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
257,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
258,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
259,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
260,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
261,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
262,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
263,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
264,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Positive,Not applicable,
265,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
266,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
267,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
268,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
269,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,2,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
270,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Male,Not applicable,2,Light Trap,Indoors,An. arabiensis,Not applicable,Not applicable,
271,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Male,Not applicable,2,Light Trap,Indoors,An. arabiensis,Not applicable,Not applicable,
272,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Mouth Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
273,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,1,Mouth Aspiration,Indoors,An. arabiensis,Negative,Not applicable,
274,2018,June,Baringo,BARINGO SOUTH,Marigat,KAMARMAR,An. gambiae,Female,Unfed,5,Pyrethrum Spray Catch,Indoors,An. arabiensis,Negative,Not applicable,
275,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
276,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
277,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
278,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
279,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
280,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
281,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
282,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
283,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
284,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
285,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
286,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
287,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
288,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
289,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
290,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
291,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
292,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
293,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
294,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
295,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
296,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
297,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
298,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
299,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
300,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
301,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
302,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
303,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
304,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
305,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
306,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
307,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
308,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
309,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
310,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
311,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
312,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
313,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
314,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
315,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
316,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,Not Amplify,Negative,Not applicable,
317,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
318,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
319,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
320,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
321,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
322,2018,June,Baringo,BARINGO SOUTH,Kabartonjo,TIRION,An. gambiae,Female,Unfed,1,Light Trap,Indoors,An. arabiensis,Negative,Not applicable,
